# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 30 16:44:53 2018
#
# CONSTRAINT:  where (koi_disposition like '%c%'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [AU]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,ra,dec,koi_kepmag
7104,5629353,K06132.03,CANDIDATE,CANDIDATE,11.867172000,9.2870000e-04,-9.2870000e-04,142.9850000,1.040000e-01,-1.040000e-01,4.81500,0.25200,-0.25200,5.9560e+02,4.850e+01,-4.850e+01,0.022359,1.330000e-03,-8.770000e-04,4.03,1.230e+00,-1.100e+00,0.1126,,,1058.0,,,19.260000,1.800000,-1.800000,6264.00,177.00,-265.00,294.557890,40.850498,14.624
7110,10717220,K06228.01,CONFIRMED,CANDIDATE,21.090790900,1.4670000e-04,-1.4670000e-04,133.9631600,5.810000e-03,-5.810000e-03,4.75100,0.15900,-0.15900,4.1760e+02,2.410e+01,-2.410e+01,0.021087,2.547000e-03,-2.495000e-03,1.88,4.800e-01,-1.600e-01,0.1420,,,606.0,,,20.080000,9.300000,-9.300000,5723.00,154.00,-154.00,285.475040,48.034931,14.223
7120,4247991,K02311.03,CONFIRMED,CANDIDATE,104.351962400,6.9730000e-04,-6.9730000e-04,190.1026100,5.250000e-03,-5.250000e-03,3.69500,0.14100,-0.14100,2.4380e+02,1.630e+01,-1.630e+01,0.014651,4.837000e-03,-5.950000e-04,1.39,2.000e-01,-6.000e-02,0.4297,,,355.0,,,186.400000,68.200000,-68.200000,5650.00,112.00,-112.00,287.241180,39.332760,12.570
7121,11968463,K02433.06,CANDIDATE,CANDIDATE,6.063302980,5.5640000e-05,-5.5640000e-05,136.1760700,7.690000e-03,-7.690000e-03,3.27500,0.19600,-0.19600,2.0070e+02,1.680e+01,-1.680e+01,0.013024,8.290000e-04,-4.790000e-04,1.64,9.500e-01,-2.000e-01,0.0671,,,1153.0,,,14.338000,0.849000,-0.849000,6308.00,178.00,-246.00,294.338470,50.336540,15.212
7122,11968463,K02433.07,CANDIDATE,CANDIDATE,86.431871000,1.7190000e-03,-1.7190000e-03,423.0356000,1.500000e-02,-1.500000e-02,7.37400,0.41400,-0.41400,4.1510e+02,4.000e+01,-4.000e+01,0.023463,2.000000e-04,-6.227000e-03,2.85,9.900e-01,-3.300e-01,0.4018,,,464.0,,,34.100000,17.000000,-17.000000,6325.00,174.00,-261.00,294.338470,50.336540,15.212
7123,11074835,K02533.03,CANDIDATE,CANDIDATE,26.115288700,9.8690000e-04,-9.8690000e-04,145.5641000,3.050000e-02,-3.050000e-02,12.54000,1.10000,-1.10000,7.0000e+01,7.200e+00,-7.200e+00,0.007500,4.050000e-04,-5.950000e-04,2.38,1.140e+00,-7.600e-01,0.1891,,,898.0,,,15.889000,0.877000,-0.877000,5190.00,135.00,-165.00,286.715640,48.645279,13.274
7126,5792202,K00841.04,CANDIDATE,CANDIDATE,269.306232000,7.2510000e-03,-7.2510000e-03,285.6272000,1.600000e-02,-1.600000e-02,14.93100,0.97800,-0.97800,1.7080e+03,1.090e+02,-1.090e+02,0.269007,6.953709e+01,-1.071674e+00,24.00,2.350e+00,-8.500e-01,0.7965,,,235.0,,,48.600000,24.300000,-24.300000,5251.00,105.00,-105.00,292.236760,41.085880,15.855
7135,6032730,K06141.01,CANDIDATE,CANDIDATE,96.509214000,1.0840000e-03,-1.0840000e-03,223.8080000,8.440000e-03,-8.440000e-03,0.58900,0.22900,-0.22900,1.5280e+03,3.890e+02,-3.890e+02,2.666063,4.431585e+01,-1.821533e+00,860.30,2.218e+02,-2.742e+02,0.5007,,,787.0,,,639.000000,283.000000,-283.000000,7343.00,224.00,-314.00,288.592900,41.307339,8.655
7136,6116172,K06142.01,CANDIDATE,CANDIDATE,69.646793110,,,138.2830560,,,3.71000,,,,,,,,,,,,,,,,,,,,,,,,289.481450,41.499420,13.735
7137,6116172,K06142.02,CANDIDATE,CANDIDATE,111.655460000,6.7370000e-04,-6.7370000e-04,148.8939000,5.380000e-03,-5.380000e-03,1.05100,0.36900,-0.36900,2.8870e+03,6.890e+02,-6.890e+02,10.425711,2.711089e+00,-1.033382e+01,2121.00,1.289e+03,-4.668e+02,0.5247,,,579.0,,,799.000000,232.000000,-232.000000,6967.00,205.00,-328.00,289.481450,41.499420,13.735
7138,6116172,K06142.03,CANDIDATE,CANDIDATE,86.132018640,,,164.2236993,,,3.11000,,,,,,,,,,,,,,,,,,,,,,,,289.481450,41.499420,13.735
7140,9839821,K02012.02,CANDIDATE,CANDIDATE,180.921729000,2.8260000e-03,-2.8260000e-03,234.3344000,1.330000e-02,-1.330000e-02,8.99000,0.37700,-0.37700,7.4240e+02,5.040e+01,-5.040e+01,0.024850,1.343000e-03,-7.860000e-04,2.30,5.400e-01,-1.900e-01,0.6135,,,302.0,,,157.500000,13.800000,-13.800000,5818.00,139.00,-157.00,295.342710,46.602261,14.876
7145,11296437,K06237.02,CANDIDATE,CANDIDATE,47.144047830,,,172.8557680,,,4.35000,,,,,,,,,,,,,,,,,,,,,,,,291.573120,49.097771,11.741
7146,11341164,K06238.01,CANDIDATE,CANDIDATE,197.054315740,,,266.1346771,,,6.38000,,,,,,,,,,,,,,,,,,,,,,,,286.728970,49.154945,12.366
7147,11462969,K06239.01,CANDIDATE,CANDIDATE,406.496216000,7.6380000e-03,-7.6380000e-03,325.9025000,1.740000e-02,-1.740000e-02,3.49500,0.60700,-0.60700,3.8020e+02,5.860e+01,-5.860e+01,0.018296,8.820000e-04,-2.332000e-03,1.77,7.600e-01,-1.500e-01,1.0581,,,236.0,,,786.000000,241.000000,-241.000000,5847.00,151.00,-159.00,295.566830,49.378029,13.893
7148,11462969,K06239.02,CANDIDATE,CANDIDATE,491.615168140,,,295.3512988,,,6.31000,,,,,,,,,,,,,,,,,,,,,,,,295.566830,49.378029,13.893
7151,5792202,K00841.05,CANDIDATE,CANDIDATE,499.473380000,1.1870000e-02,-1.1870000e-02,455.5672000,1.360000e-02,-1.360000e-02,12.24800,0.57500,-0.57500,1.6620e+03,1.120e+02,-1.120e+02,0.041532,9.834000e-03,-5.308000e-03,3.71,3.600e-01,-1.400e-01,1.2023,,,191.0,,,210.000000,102.000000,-102.000000,5251.00,105.00,-105.00,292.236760,41.085880,15.855
7156,6221385,K06145.01,CONFIRMED,CANDIDATE,19.672324000,1.1160000e-03,-1.1160000e-03,134.3013000,6.920000e-02,-6.920000e-02,4.81200,0.18100,-0.18100,6.4990e+02,3.390e+01,-3.390e+01,0.025068,4.239000e-03,-1.624000e-03,4.07,1.100e+00,-1.110e+00,0.1473,,,908.0,,,22.800000,10.500000,-10.500000,6486.00,181.00,-227.00,296.359440,41.574532,14.263
7157,6221385,K06145.02,CONFIRMED,CANDIDATE,32.657035000,3.0330000e-03,-3.0330000e-03,152.8810000,1.140000e-01,-1.140000e-01,5.95300,0.23900,-0.23900,6.2040e+02,3.710e+01,-3.710e+01,0.023004,1.081000e-03,-6.700000e-04,3.73,1.010e+00,-1.010e+00,0.2065,,,767.0,,,42.870000,3.900000,-3.900000,6486.00,181.00,-227.00,296.359440,41.574532,14.263
7158,6221385,K06145.03,CANDIDATE,CANDIDATE,7.313845400,6.8710000e-04,-6.8710000e-04,137.5610000,1.180000e-01,-1.180000e-01,2.27300,0.26600,-0.26600,2.4770e+02,3.070e+01,-3.070e+01,0.016831,2.878000e-03,-2.751000e-03,2.73,7.400e-01,-7.400e-01,0.0762,,,1263.0,,,11.990000,5.800000,-5.800000,6486.00,181.00,-227.00,296.359440,41.574532,14.263
7164,11656928,K06242.01,CANDIDATE,CANDIDATE,212.435036740,,,239.8349648,,,4.26000,,,,,,,,,,,,,,,,,,,,,,,,289.037720,49.712601,12.914
7165,11566064,K00353.03,CANDIDATE,CANDIDATE,11.161938400,1.6770000e-04,-1.6770000e-04,133.5538000,1.300000e-02,-1.300000e-02,5.19500,0.40700,-0.40700,1.2440e+02,1.090e+01,-1.090e+01,0.011022,3.832000e-03,-8.930000e-04,1.97,3.400e-01,-4.100e-01,0.1027,,,1093.0,,,11.360000,4.800000,-4.800000,6200.00,124.00,-124.00,295.212680,49.562180,13.374
7168,11656928,K06242.02,CANDIDATE,CANDIDATE,76.839945970,,,171.7707187,,,3.11000,,,,,,,,,,,,,,,,,,,,,,,,289.037720,49.712601,12.914
7169,11656928,K06242.03,CANDIDATE,CANDIDATE,78.866840000,3.0500000e-03,-3.0500000e-03,143.7314000,3.300000e-02,-3.300000e-02,4.50000,1.00000,-1.00000,8.6100e+01,1.700e+01,-1.700e+01,0.008627,5.040000e-04,-1.975000e-03,1.30,7.700e-01,-2.100e-01,0.3908,,,573.0,,,132.200000,63.800000,-63.800000,6907.00,172.00,-237.00,289.037720,49.712601,12.914
7177,7825899,K00896.03,CANDIDATE,CANDIDATE,28.867210700,3.3800000e-04,-3.3800000e-04,156.1957800,9.350000e-03,-9.350000e-03,3.78200,0.31200,-0.31200,3.4710e+02,2.850e+01,-2.850e+01,0.016563,5.720000e-04,-1.345000e-03,1.51,1.400e-01,-5.000e-02,0.1803,,,493.0,,,59.200000,22.600000,-22.600000,5191.00,103.00,-103.00,293.061400,43.581360,15.258
7178,6946681,K06150.01,CANDIDATE,CANDIDATE,48.952811300,,,139.6768278,,,1.66000,,,,,,,,,,,,,,,,,,,,,,,,291.192930,42.494450,12.182
7180,6946708,K06151.01,CANDIDATE,CANDIDATE,431.785560000,1.9360000e-02,-1.9360000e-02,507.3561000,2.730000e-02,-2.730000e-02,9.13500,0.86200,-0.86200,3.3260e+02,4.010e+01,-4.010e+01,0.016648,1.256000e-03,-1.107000e-03,1.36,4.700e-01,-9.000e-02,1.0429,,,211.0,,,360.200000,92.700000,-92.700000,5642.00,175.00,-137.00,291.200960,42.449989,14.401
7186,11775507,K06245.01,CANDIDATE,CANDIDATE,144.102562000,2.8150000e-03,-2.8150000e-03,198.0696000,1.660000e-02,-1.660000e-02,2.75300,0.63300,-0.63300,1.7130e+02,3.300e+01,-3.300e+01,0.012104,9.760000e-04,-1.680000e-03,1.67,7.200e-01,-3.000e-01,0.5465,,,437.0,,,403.000000,193.000000,-193.000000,6528.00,185.00,-252.00,297.517820,49.917702,12.431
7187,11775507,K06245.02,CANDIDATE,CANDIDATE,112.317402000,2.0420000e-03,-2.0420000e-03,241.6462000,1.170000e-02,-1.170000e-02,3.47100,0.48700,-0.48700,1.8240e+02,2.560e+01,-2.560e+01,0.012832,9.830000e-04,-9.690000e-04,1.77,7.600e-01,-3.200e-01,0.4628,,,475.0,,,211.000000,104.000000,-104.000000,6528.00,185.00,-252.00,297.517820,49.917702,12.431
7191,6768394,K02086.04,CANDIDATE,CANDIDATE,335.563110000,3.8820000e-02,-3.8820000e-02,340.6688000,6.440000e-02,-6.440000e-02,13.06000,2.30000,-2.30000,1.5800e+02,2.670e+01,-2.670e+01,0.011552,1.181000e-03,-9.310000e-04,1.83,1.010e+00,-4.700e-01,0.9777,,,333.0,,,197.200000,74.000000,-74.000000,6200.00,160.00,-199.00,288.961240,42.265011,13.959
7203,10545066,K00337.02,CANDIDATE,CANDIDATE,154.607419000,4.2790000e-03,-4.2790000e-03,250.5204000,2.070000e-02,-2.070000e-02,9.22500,0.52400,-0.52400,2.7990e+02,2.290e+01,-2.290e+01,0.015319,9.320000e-04,-5.550000e-04,1.56,6.400e-01,-1.300e-01,0.5675,,,340.0,,,129.500000,19.800000,-19.800000,6017.00,152.00,-176.00,295.684810,47.748081,13.936
7204,7663405,K01519.02,CANDIDATE,CANDIDATE,57.132855000,1.0690000e-03,-1.0690000e-03,152.9919000,1.400000e-02,-1.400000e-02,4.95800,0.37600,-0.37600,4.1410e+02,4.070e+01,-4.070e+01,0.018363,1.173000e-03,-1.186000e-03,1.81,1.300e-01,-1.700e-01,0.2730,,,414.0,,,85.100000,32.600000,-32.600000,5157.00,77.00,-84.00,283.478180,43.383781,15.369
7208,11358389,K02163.03,CANDIDATE,CANDIDATE,28.225104900,3.3770000e-04,-3.3770000e-04,153.7452000,1.120000e-02,-1.120000e-02,2.35400,0.34200,-0.34200,2.0130e+02,2.800e+01,-2.800e+01,0.014260,4.651000e-03,-1.459000e-03,1.59,5.200e-01,-2.100e-01,0.1838,,,625.0,,,59.600000,29.300000,-29.300000,6014.00,190.00,-211.00,295.626590,49.130428,14.651
7209,5706595,K02183.03,CANDIDATE,CANDIDATE,150.381954000,4.4010000e-03,-4.4010000e-03,205.2811000,1.960000e-02,-1.960000e-02,4.96800,0.47600,-0.47600,3.9610e+02,5.600e+01,-5.600e+01,0.021711,4.289000e-03,-4.103000e-03,2.26,3.100e-01,-1.600e-01,0.5454,,,325.0,,,115.300000,55.400000,-55.400000,5569.00,75.00,-83.00,292.171140,40.916309,15.198
7211,3548044,K02194.03,CANDIDATE,CANDIDATE,445.216850000,1.8120000e-02,-1.8120000e-02,202.8470000,3.960000e-02,-3.960000e-02,16.37000,1.00000,-1.00000,2.1160e+02,2.060e+01,-2.060e+01,0.013227,6.200000e-04,-9.670000e-04,1.37,1.800e-01,-1.800e-01,1.0610,,,237.0,,,210.500000,70.500000,-70.500000,5670.00,113.00,-102.00,292.326450,38.657581,13.865
7213,8168187,K02209.02,CANDIDATE,CANDIDATE,35.502865000,1.0710000e-03,-1.0710000e-03,150.4186000,2.570000e-02,-2.570000e-02,8.14900,0.78100,-0.78100,1.1590e+02,1.200e+01,-1.200e+01,0.010848,3.384000e-03,-1.327000e-03,2.18,5.200e-01,-3.500e-01,0.2088,,,724.0,,,21.290000,9.300000,-9.300000,5528.00,88.00,-77.00,292.714450,44.082329,14.310
7216,9605514,K00945.03,CANDIDATE,CANDIDATE,66.789347000,1.1330000e-03,-1.1330000e-03,184.4713000,1.440000e-02,-1.440000e-02,4.08000,0.39700,-0.39700,3.5850e+02,4.180e+01,-4.180e+01,0.018351,1.390000e-04,-2.326000e-03,2.07,6.400e-01,-2.200e-01,0.3315,,,490.0,,,96.300000,41.300000,-41.300000,6297.00,169.00,-225.00,297.951600,46.264721,15.083
7217,9418619,K06068.01,CANDIDATE,CANDIDATE,6.150251376,7.0000000e-07,-7.0000000e-07,134.4228253,8.790000e-05,-8.790000e-05,1.68923,0.00306,-0.00306,2.1287e+03,2.200e+00,-2.200e+00,0.319491,2.408510e-01,-1.108630e-01,100.03,3.446e+01,-3.793e+01,0.0875,,,2251.0,,,10.006000,0.400000,-0.400000,8914.00,246.00,-458.00,297.181760,45.988441,10.622
7223,7835312,K06164.01,CANDIDATE,CANDIDATE,29.512615300,5.8330000e-04,-5.8330000e-04,134.7234000,1.710000e-02,-1.710000e-02,6.31400,0.49200,-0.49200,1.8820e+02,2.290e+01,-2.290e+01,0.012470,8.900000e-04,-8.920000e-04,1.84,3.000e-01,-3.700e-01,0.1888,,,678.0,,,35.530000,8.800000,-8.800000,5746.00,78.00,-78.00,295.970790,43.529690,15.334
7226,7908367,K06166.01,CONFIRMED,CANDIDATE,12.206430400,9.9360000e-04,-9.9360000e-04,134.0530000,1.120000e-01,-1.120000e-01,2.40700,0.12600,-0.12600,1.3372e+03,9.230e+01,-9.230e+01,0.032713,1.925000e-03,-1.422000e-03,5.41,2.220e+00,-2.450e+00,0.1016,,,895.0,,,39.810000,4.600000,-4.600000,5254.00,203.00,-166.00,297.212160,43.643719,14.130
7227,7908367,K06166.02,CONFIRMED,CANDIDATE,6.651318900,6.0420000e-04,-6.0420000e-04,135.2890000,1.260000e-01,-1.260000e-01,2.13500,0.15100,-0.15100,1.0584e+03,8.000e+01,-8.000e+01,0.029092,1.586000e-03,-1.486000e-03,4.81,1.980e+00,-2.180e+00,0.0678,,,1095.0,,,24.450000,2.100000,-2.100000,5254.00,203.00,-166.00,297.212160,43.643719,14.130
7229,4142847,K02210.02,CONFIRMED,CANDIDATE,210.631486000,1.5120000e-03,-1.5120000e-03,300.7229200,6.180000e-03,-6.180000e-03,8.41900,0.22300,-0.22300,1.6578e+03,6.520e+01,-6.520e+01,0.038919,7.070000e-03,-2.754000e-03,3.23,1.700e-01,-1.300e-01,0.6477,,,234.0,,,156.100000,52.300000,-52.300000,4895.00,78.00,-78.00,287.302830,39.289688,15.195
7230,9221517,K02281.02,CANDIDATE,CANDIDATE,455.274050000,5.6540000e-02,-5.6540000e-02,367.9500000,1.440000e-02,-1.440000e-02,2.40000,1.10000,-1.10000,3.6600e+02,1.220e+02,-1.220e+02,0.017190,3.412000e-03,-3.024000e-03,1.54,3.400e-01,-1.100e-01,1.1097,,,196.0,,,1430.000000,589.000000,-589.000000,5178.00,172.00,-136.00,293.131100,45.663551,13.829
7231,10730703,K02327.02,CANDIDATE,CANDIDATE,46.331703000,8.2850000e-04,-8.2850000e-04,173.2164000,1.600000e-02,-1.600000e-02,4.51400,0.41100,-0.41100,2.9990e+02,3.420e+01,-3.420e+01,0.015637,1.060000e-03,-1.167000e-03,1.39,5.200e-01,-1.000e-01,0.2441,,,441.0,,,78.790000,9.700000,-9.700000,5477.00,163.00,-151.00,291.657780,48.009312,15.378
7232,4665571,K02393.02,CANDIDATE,CANDIDATE,0.766691517,1.2730000e-06,-1.2730000e-06,132.1966700,1.380000e-03,-1.380000e-03,1.26380,0.05070,-0.05070,2.4400e+02,1.010e+01,-1.010e+01,0.014221,3.170000e-04,-6.930000e-04,1.22,5.000e-02,-8.000e-02,0.0150,,,1541.0,,,4.390000,1.600000,-1.600000,4821.00,76.00,-76.00,294.664700,39.783829,14.903
7234,7289317,K02450.02,CANDIDATE,CANDIDATE,7.193119300,7.9720000e-05,-7.9720000e-05,137.2737000,1.020000e-02,-1.020000e-02,2.93500,0.21300,-0.21300,1.2560e+02,1.330e+01,-1.330e+01,0.010194,6.380000e-04,-6.570000e-04,1.12,1.500e-01,-1.100e-01,0.0712,,,916.0,,,18.090000,6.200000,-6.200000,5518.00,74.00,-83.00,294.009460,42.880772,14.834
7239,7375348,K00266.02,CANDIDATE,CANDIDATE,47.743950900,3.3490000e-04,-3.3490000e-04,160.1590500,5.750000e-03,-5.750000e-03,2.99000,0.12900,-0.12900,9.6900e+01,7.300e+00,-7.300e+00,0.012349,5.720000e-04,-3.625000e-03,1.74,2.800e-01,-2.800e-01,0.2691,,,575.0,,,32.300000,16.100000,-16.100000,5949.00,106.00,-118.00,295.404330,42.981422,11.472
7240,1432789,K00992.02,CANDIDATE,CANDIDATE,4.578343670,6.3820000e-05,-6.3820000e-05,132.2982000,1.090000e-02,-1.090000e-02,3.98700,0.28900,-0.28900,1.4070e+02,1.360e+01,-1.360e+01,0.010812,4.970000e-04,-8.560000e-04,1.44,2.300e-01,-2.100e-01,0.0546,,,1206.0,,,8.653000,0.668000,-0.668000,5782.00,78.00,-78.00,291.499420,37.059280,15.214
7242,7974634,K06168.01,CANDIDATE,CANDIDATE,131.258668000,3.6520000e-03,-3.6520000e-03,182.3187000,2.280000e-02,-2.280000e-02,4.89000,0.63900,-0.63900,1.5300e+02,2.020e+01,-2.020e+01,0.011652,5.330000e-04,-1.141000e-03,1.59,1.090e+00,-2.300e-01,0.5376,,,433.0,,,181.500000,53.100000,-53.100000,6443.00,153.00,-215.00,296.586980,43.766918,12.236
7243,7974634,K06168.02,CANDIDATE,CANDIDATE,75.072964000,4.9140000e-03,-4.9140000e-03,147.1591000,3.730000e-02,-3.730000e-02,9.21000,1.90000,-1.90000,7.4300e+01,1.480e+01,-1.480e+01,0.007983,1.103000e-03,-5.980000e-04,1.09,7.400e-01,-1.600e-01,0.3704,,,522.0,,,60.600000,29.100000,-29.100000,6443.00,153.00,-215.00,296.586980,43.766918,12.236
7248,8163784,K06172.01,CANDIDATE,CANDIDATE,31.813489200,3.0230000e-04,-3.0230000e-04,137.8233100,7.710000e-03,-7.710000e-03,1.42200,0.35300,-0.35300,2.3420e+02,7.300e+01,-7.300e+01,0.013972,3.676000e-03,-2.309000e-03,1.18,4.400e-01,-9.000e-02,0.1860,,,496.0,,,168.700000,79.700000,-79.700000,5505.00,197.00,-179.00,291.066990,44.071201,14.458
7249,2305866,K02610.02,CANDIDATE,CANDIDATE,115.230655000,2.0970000e-03,-2.0970000e-03,176.6440000,1.340000e-02,-1.340000e-02,17.73500,0.37300,-0.37300,1.6440e+02,8.000e+00,-8.000e+00,0.014633,1.200000e-05,-2.786000e-03,4.02,9.600e-01,-1.920e+00,0.5311,,,632.0,,,17.770000,8.900000,-8.900000,6585.00,182.00,-250.00,292.093320,37.613480,12.605
7250,12206313,K02714.03,CONFIRMED,CANDIDATE,184.262741000,2.6940000e-03,-2.6940000e-03,255.2287000,1.120000e-02,-1.120000e-02,11.94000,0.23300,-0.23300,2.9220e+02,1.420e+01,-1.420e+01,0.018261,1.088000e-03,-2.667000e-03,2.57,4.400e-01,-4.300e-01,0.6503,,,380.0,,,59.400000,28.000000,-28.000000,6115.00,122.00,-135.00,290.082760,50.863480,13.312
7251,6436029,K02828.02,CANDIDATE,CANDIDATE,505.462916000,8.2920000e-03,-8.2920000e-03,458.0775500,8.630000e-03,-8.630000e-03,10.12700,0.38100,-0.38100,1.7240e+03,1.040e+02,-1.040e+02,0.038043,4.320000e-04,-2.889000e-03,3.46,2.800e-01,-3.500e-01,1.1528,,,181.0,,,349.200000,95.200000,-95.200000,4817.00,184.00,-167.00,289.538820,41.892818,15.768
7252,7767162,K02869.02,CANDIDATE,CANDIDATE,274.743032000,8.6180000e-03,-8.6180000e-03,300.5018000,1.640000e-02,-1.640000e-02,9.13700,0.69800,-0.69800,3.0900e+02,2.840e+01,-2.840e+01,0.016394,7.420000e-04,-9.720000e-04,2.16,1.340e+00,-3.200e-01,0.8478,,,330.0,,,213.900000,90.800000,-90.800000,6277.00,158.00,-206.00,296.293550,43.403271,13.749
7253,9478990,K00423.02,CANDIDATE,CANDIDATE,360.477635000,9.8770000e-03,-9.8770000e-03,253.9112000,2.010000e-02,-2.010000e-02,4.33200,0.95300,-0.95300,6.0400e+02,1.170e+02,-1.170e+02,71.862778,2.812024e+01,-1.044957e+01,11943.80,2.456e+03,-2.393e+03,1.0133,,,339.0,,,937.000000,353.000000,-353.000000,6266.00,126.00,-134.00,296.960270,46.034302,14.327
7254,10793172,K02871.03,CANDIDATE,CANDIDATE,18.081142900,5.3160000e-04,-5.3160000e-04,140.5222000,3.320000e-02,-3.320000e-02,4.44000,1.00000,-1.00000,7.1200e+01,2.160e+01,-2.160e+01,0.008065,1.545000e-03,-9.670000e-04,0.75,3.300e-01,-5.000e-02,0.1326,,,638.0,,,24.700000,11.900000,-11.900000,5693.00,163.00,-147.00,290.201630,48.185822,14.754
7255,10122538,K02926.03,CONFIRMED,CANDIDATE,20.956998500,1.7930000e-04,-1.7930000e-04,139.0766400,9.680000e-03,-9.680000e-03,3.49300,0.13400,-0.13400,1.9179e+03,9.090e+01,-9.090e+01,0.038688,1.811000e-03,-1.333000e-03,2.38,1.500e-01,-1.100e-01,0.1260,,,363.0,,,47.330000,4.300000,-4.300000,3891.00,70.00,-86.00,283.336060,47.174541,16.279
7263,8165617,K06173.01,CANDIDATE,CANDIDATE,214.013044000,7.1680000e-03,-7.1680000e-03,179.8607000,2.330000e-02,-2.330000e-02,7.87000,2.20000,-2.20000,1.2320e+02,1.870e+01,-1.870e+01,0.010275,6.860000e-04,-8.880000e-04,1.54,9.200e-01,-2.600e-01,0.7579,,,397.0,,,208.200000,84.300000,-84.300000,6698.00,151.00,-216.00,291.742310,44.074871,12.445
7267,8223568,K06176.01,CANDIDATE,CANDIDATE,143.096880000,1.5270000e-02,-1.5270000e-02,143.7010000,1.570000e-01,-1.570000e-01,17.74000,6.50000,-6.50000,1.2500e+02,2.140e+01,-2.140e+01,0.010343,4.465000e-03,-1.378000e-03,1.48,3.900e-01,-1.300e-01,0.5927,,,441.0,,,61.900000,30.900000,-30.900000,6725.00,110.00,-159.00,287.985600,44.147202,11.538
7268,8223568,K06176.02,CANDIDATE,CANDIDATE,73.456757300,,,172.3647107,,,2.74000,,,,,,,,,,,,,,,,,,,,,,,,287.985600,44.147202,11.538
7270,8355178,K06178.01,CANDIDATE,CANDIDATE,13.032730100,1.5000000e-04,-1.5000000e-04,133.6778000,1.010000e-02,-1.010000e-02,3.90200,0.31300,-0.31300,2.4230e+02,2.500e+01,-2.500e+01,0.015088,4.786000e-03,-1.055000e-03,1.64,4.600e-01,-2.000e-01,0.1109,,,809.0,,,19.470000,9.700000,-9.700000,6122.00,168.00,-232.00,287.531770,44.308010,15.863
7271,4770174,K02971.02,CANDIDATE,CANDIDATE,31.953367900,6.6670000e-04,-6.6670000e-04,159.6588000,1.810000e-02,-1.810000e-02,8.42400,0.48600,-0.48600,1.0610e+02,7.600e+00,-7.600e+00,0.010307,1.550000e-03,-1.074000e-03,1.65,2.900e-01,-2.100e-01,0.2167,,,725.0,,,18.850000,8.800000,-8.800000,6313.00,113.00,-139.00,297.393710,39.829041,12.742
